任务,拆单名称,施工方式,施工情况,施工人数,工种,前置工序,工程量,工程量单位,是否加班,开始时间,结束时间,持续时长,实际工作天数,直接依赖任务,备注,选定施工方式,材料价格,劳动力成本,总成本,层数,所属专业,构件
6层 - 弱电及智能系统安装,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66, 67, 68, 69, 70",785.46,m2,否,2026年1月29日 10:00,2026年2月18日 10:00,20天,20天,内墙面涂料、壁纸施工,依赖1个任务,人工,0.0,0,0.0,6,,其他
7层 - 柱、墙、梁、板钢筋制作,,人工制作,"标准层施工, 暑期施工",3.0,钢筋工,,25.61,吨,否,2025年9月1日 08:00,2025年9月3日 17:00,2天9小时,3天,无,,人工制作,115264.0,3465,118729.0,7,,柱
7层 - 柱测量放线,S1 结构,水准仪,"标准层施工, 暑期施工",2.0,测量员,,785.46,m2,否,2025年9月1日 08:00,2025年9月1日 10:00,2小时,1天,无,,水准仪,0.0,80,80.0,7,结构,柱
7层 - 剪力墙放线,S1 结构,水准仪,"标准层施工, 暑期施工",2.0,测量员,,785.46,m2,否,2025年9月1日 08:00,2025年9月1日 10:00,2小时,1天,无,,水准仪,0.0,80,80.0,7,结构,剪力墙
7层 - 柱钢筋绑扎,S2,人工,"标准层施工, 暑期施工",8.0,钢筋工,"1, 2",0.0,吨,否,2025年9月3日 17:00,2025年9月3日 17:00,0小时,0天,"柱、墙、梁、板钢筋制作, 柱测量放线",依赖2个任务,人工,0.0,0,0.0,7,结构,柱
7层 - 短肢剪力墙钢筋绑扎,S2,人工,"标准层施工, 暑期施工",8.0,钢筋工,"1, 3",8.28,吨,否,2025年9月3日 17:00,2025年9月4日 17:00,1天,1天,"柱、墙、梁、板钢筋制作, 剪力墙放线",依赖2个任务,人工,0.0,3360,3360.0,7,结构,剪力墙
7层 - 柱钢筋验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 4",,,否,2025年9月3日 17:00,2025年9月4日 09:00,4小时,1天,柱钢筋绑扎,依赖1个任务,人工,0.0,0,0.0,7,,柱
7层 - 剪力墙钢筋验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 5",,,否,2025年9月4日 17:00,2025年9月5日 09:00,4小时,1天,"柱测量放线, 短肢剪力墙钢筋绑扎",依赖2个任务,人工,0.0,0,0.0,7,,剪力墙
7层 - 柱模板拼装,S3,"木模板, 铝模板, 塑料模板, 大模板","标准层施工, 暑期施工",4.0,木工,"1, 2, 4, 6",0.0,m2,否,2025年9月4日 09:00,2025年9月4日 09:00,0小时,0天,柱钢筋验收,依赖1个任务,木模板,0.0,0,0.0,7,结构,柱
7层 - 剪力墙模板拼装,S3,"木模板, 铝模板, 塑料模板, 大模板","标准层施工, 暑期施工",4.0,木工,"1, 3, 5, 7",951.66,m2,否,2025年9月5日 09:00,2025年9月6日 17:00,1天8小时,2天,剪力墙钢筋验收,依赖1个任务,木模板,11394.0,3600,14994.0,7,结构,剪力墙
7层 - 墙模板验收,,人工,"标准层施工, 暑期施工",,,"1, 3, 5, 7, 9",,,否,2025年9月6日 17:00,2025年9月7日 09:00,4小时,1天,剪力墙模板拼装,依赖1个任务,人工,0.0,0,0.0,7,,板
7层 - 柱模板验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 4, 6, 8",,,否,2025年9月4日 09:00,2025年9月4日 13:00,4小时,1天,柱模板拼装,依赖1个任务,人工,0.0,0,0.0,7,,柱
7层 - 短肢剪力墙混凝土浇筑,S4,"固定泵1个, 固定泵2个, 移动泵1个, 移动泵2个","标准层施工, 暑期施工",8.0,混凝土工,"1, 3, 5, 7, 9, 10",92.62,m3,否,2025年9月11日 08:00,2025年9月11日 13:00,5小时,1天,墙模板验收,依赖1个任务,固定泵1个,37390.7342,1040,38430.73,7,结构,剪力墙
7层 - 短肢剪力墙混凝土养护,S5,人工,"标准层施工, 暑期施工",2.0,不限,"1, 3, 5, 7, 9, 10, 12",,,否,2025年9月11日 13:00,2025年9月18日 13:00,7天,7天,短肢剪力墙混凝土浇筑,依赖1个任务,人工,0.0,2688,2688.0,7,结构,剪力墙
7层 - 柱混凝土浇筑,S4,"固定泵1个, 固定泵2个, 移动泵1个, 移动泵2个","标准层施工, 暑期施工",4.0,混凝土工,"1, 2, 4, 6, 8, 11",0.0,m3,否,2025年9月11日 08:00,2025年9月10日 20:00,0小时,0天,柱模板验收,依赖1个任务,固定泵1个,0.0,0,0.0,7,结构,柱
7层 - 柱混凝土养护,S5,人工,"标准层施工, 暑期施工",2.0,不限,"1, 2, 4, 6, 8, 11, 14",,,否,2025年9月11日 08:00,2025年9月17日 20:00,7天,7天,柱混凝土浇筑,依赖1个任务,人工,0.0,2688,2688.0,7,结构,柱
7层 - 短肢剪力墙模板拆除,S8,人工,"标准层施工, 暑期施工",4.0,木工,"1, 3, 5, 7, 9, 10, 12, 13",951.66,m2,否,2025年9月18日 13:00,2025年9月19日 11:00,10小时,1天,短肢剪力墙混凝土养护,依赖1个任务,人工,0.0,1800,1800.0,7,结构,剪力墙
7层 - 柱模板拆除,S8,人工,"标准层施工, 暑期施工",4.0,木工,"1, 2, 4, 6, 8, 11, 14, 15",0.0,m2,否,2025年9月18日 08:00,2025年9月17日 20:00,0小时,0天,柱混凝土养护,依赖1个任务,人工,0.0,0,0.0,7,结构,柱
7层 - 预制叠合板安装,S9,人工＋机械,"标准层施工, 暑期施工",3.0,不限,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",785.46,m2,否,2025年9月19日 11:00,2025年9月20日 11:00,1天,1天,"短肢剪力墙模板拆除, 柱模板拆除",依赖2个任务,人工＋机械,12405.546,576,12981.55,7,结构,板
7层 - 钢筋桁架楼承板安装,S10,人工＋机械,"标准层施工, 暑期施工",3.0,木工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",785.46,m2,否,2025年9月19日 11:00,2025年9月20日 11:00,1天,1天,"短肢剪力墙模板拆除, 柱模板拆除",依赖2个任务,人工＋机械,0.0,1620,1620.0,7,结构,板
7层 - 梁板模板拼装,S11,"木模板, 铝模板, 塑料模板, 大模板","标准层施工, 暑期施工",4.0,木工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",898.8,m2,否,2025年9月19日 11:00,2025年9月20日 13:00,1天2小时,2天,"短肢剪力墙模板拆除, 柱模板拆除",依赖2个任务,木模板,54057.6773,2520,56577.68,7,结构,梁
7层 - 楼梯模板拼装,S12,"木模板, 铝模板, 塑料模板","标准层施工, 暑期施工",4.0,木工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",25.25,m2,否,2025年9月19日 11:00,2025年9月19日 17:00,6小时,1天,"短肢剪力墙模板拆除, 柱模板拆除",依赖2个任务,木模板,3364.4868,1080,4444.49,7,结构,板
7层 - 梁板模板验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20",,,否,2025年9月20日 13:00,2025年9月20日 17:00,4小时,1天,"预制叠合板安装, 钢筋桁架楼承板安装, 梁板模板拼装",依赖3个任务,人工,0.0,0,0.0,7,,梁
7层 - 楼梯模板验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,否,2025年9月20日 13:00,2025年9月20日 17:00,4小时,1天,"预制叠合板安装, 钢筋桁架楼承板安装, 梁板模板拼装, 楼梯模板拼装",依赖4个任务,人工,0.0,0,0.0,7,,板
7层 - 梁板底排钢筋绑扎,S13,人工,"标准层施工, 暑期施工",6.0,钢筋工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22",8.82,吨,否,2025年9月20日 17:00,2025年9月21日 14:00,9小时,1天,梁板模板验收,依赖1个任务,人工,0.0,1890,1890.0,7,结构,梁
7层 - 水电管线预留预埋,"P1 给排水, M1 暖, E1 电",人工,"标准层施工, 暑期施工",1.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24",785.46,m2,否,2025年9月21日 14:00,2025年9月21日 20:00,6小时,1天,梁板底排钢筋绑扎,依赖1个任务,人工,0.0,240,240.0,7,给排水,其他
7层 - 楼板上排钢筋绑扎,S14,人工,"标准层施工, 暑期施工",6.0,钢筋工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24",8.82,吨,否,2025年9月21日 14:00,2025年9月22日 11:00,9小时,1天,梁板底排钢筋绑扎,依赖1个任务,人工,0.0,1890,1890.0,7,结构,板
7层 - 梁板钢筋验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 26",,,否,2025年9月22日 11:00,2025年9月22日 15:00,4小时,1天,楼板上排钢筋绑扎,依赖1个任务,人工,0.0,0,0.0,7,,梁
7层 - 水电验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 25",,,否,2025年9月22日 08:00,2025年9月22日 12:00,4小时,1天,水电管线预留预埋,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 梁板混凝土浇筑,S15,"木模板, 铝模板, 塑料模板, 大模板","标准层施工, 暑期施工",8.0,混凝土工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 26, 28",129.06,m3,否,2025年9月22日 12:00,2025年9月22日 19:00,7小时,1天,"楼板上排钢筋绑扎, 水电验收",依赖2个任务,木模板,67107.0961,1456,68563.1,7,结构,梁
7层 - 梁板混凝土养护,S16,人工,"标准层施工, 暑期施工",2.0,不限,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 26, 28, 29",,,否,2025年9月22日 19:00,2025年9月29日 19:00,7天,7天,梁板混凝土浇筑,依赖1个任务,人工,0.0,2688,2688.0,7,结构,梁
7层 - 梁板混凝土拆模,S17,人工,"标准层施工, 暑期施工",4.0,木工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 26, 28, 30, 30",129.06,m3,否,2025年9月29日 19:00,2025年9月30日 17:00,10小时,1天,梁板混凝土养护,依赖1个任务,人工,0.0,1800,1800.0,7,结构,梁
7层 - 隔墙测量放线,A1 建筑,人工,"标准层施工, 暑期施工",2.0,测量员,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",785.46,m2,否,2025年9月19日 11:00,2025年9月19日 13:00,2小时,1天,"短肢剪力墙模板拆除, 柱模板拆除",依赖2个任务,人工,0.0,80,80.0,7,建筑,其他
7层 - 隔墙墙体砌筑及墙板安装,A2,"蒸压加气块, 混凝土标准砖, 粘土标准砖, ALC板, 石膏板, 轻质隔墙板","标准层施工, 暑期施工",2.0,砌筑工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32",60.25,m3,否,2025年9月19日 13:00,2025年9月25日 16:00,6天3小时,7天,隔墙测量放线,依赖1个任务,蒸压加气块,69833.296,4800,74633.3,7,建筑,板
7层 - 水电管线预留预埋,"P2, M2, E2",人工,"标准层施工, 暑期施工",1.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33",785.46,m2,否,2025年9月25日 16:00,2025年9月26日 10:00,6小时,1天,隔墙墙体砌筑及墙板安装,依赖1个任务,人工,0.0,240,240.0,7,给排水,其他
7层 - 隔墙墙体砌筑验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 34",,,否,2025年9月26日 10:00,2025年9月26日 12:00,2小时,1天,水电管线预留预埋,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 水电验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 35",,,否,2025年9月26日 12:00,2025年9月26日 14:00,2小时,1天,隔墙墙体砌筑验收,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 窗框安装,A3,人工,"标准层施工, 暑期施工",2.0,不限,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 35",190.59,m2,否,2025年9月26日 12:00,2025年9月26日 16:00,4小时,1天,隔墙墙体砌筑验收,依赖1个任务,人工,176572.3413,128,176700.34,7,建筑,其他
7层 - 窗框验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37",,,否,2025年9月26日 16:00,2025年9月26日 20:00,4小时,1天,窗框安装,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 外墙面保温施工,A4,人工,"标准层施工, 暑期施工",6.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38",340.3,m2,否,2025年9月27日 08:00,2025年10月13日 14:00,16天6小时,17天,窗框验收,依赖1个任务,人工,27611.7719,38016,65627.77,7,建筑,其他
7层 - 外墙面腻子一道,A5,人工,"标准层施工, 暑期施工",6.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 39",340.3,m2,否,2025年10月13日 14:00,2025年10月24日 09:00,10天7小时,11天,外墙面保温施工,依赖1个任务,人工,0.0,24384,24384.0,7,建筑,其他
7层 - 外墙面腻子二道,A5,人工,"标准层施工, 暑期施工",6.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 39, 40",340.3,m2,否,2025年10月24日 09:00,2025年11月2日 18:00,9天9小时,10天,外墙面腻子一道,依赖1个任务,人工,0.0,22464,22464.0,7,建筑,其他
7层 - 外墙涂料面层,A6,人工,"标准层施工, 暑期施工",6.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 39, 40, 41",340.3,m2,否,2025年11月2日 18:00,2025年11月16日 17:00,13天11小时,14天,外墙面腻子二道,依赖1个任务,人工,0.0,32064,32064.0,7,建筑,其他
7层 - 内墙面保温,A7,人工,"标准层施工, 暑期施工",6.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38",1455.27,m2,否,2025年9月27日 08:00,2025年9月29日 12:00,2天4小时,3天,窗框验收,依赖1个任务,人工,24694.7677,5376,30070.77,7,建筑,其他
7层 - 内墙面抹灰,A8,人工,"标准层施工, 暑期施工",6.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43",1455.27,m2,否,2025年9月29日 12:00,2025年10月1日 16:00,2天4小时,3天,内墙面保温,依赖1个任务,人工,0.0,5376,5376.0,7,建筑,其他
7层 - 外墙面验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 39, 40, 41, 42",,,否,2025年11月16日 17:00,2025年11月17日 09:00,4小时,1天,外墙涂料面层,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 内墙面验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44",,,否,2025年10月1日 16:00,2025年10月1日 20:00,4小时,1天,内墙面抹灰,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 有水房间防水施工,A9,人工,"标准层施工, 暑期施工",2.0,防水工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46",,,否,2025年10月2日 08:00,2025年10月11日 20:00,10天,10天,内墙面验收,依赖1个任务,人工,0.0,4800,4800.0,7,建筑,其他
7层 - 防水保护层施工,A10,人工,"标准层施工, 暑期施工",2.0,防水工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47",,,否,2025年10月12日 08:00,2025年10月23日 20:00,12天,12天,有水房间防水施工,依赖1个任务,人工,0.0,5760,5760.0,7,建筑,其他
7层 - 防水保护层养护,A11,人工,"标准层施工, 暑期施工",2.0,防水工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48",,,否,2025年10月24日 08:00,2025年11月6日 20:00,14天,14天,防水保护层施工,依赖1个任务,人工,0.0,6720,6720.0,7,建筑,其他
7层 - 水立管安装与调试,P3,人工,"标准层施工, 暑期施工",4.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49",785.46,m2,否,2025年11月7日 08:00,2025年11月7日 12:00,4小时,1天,防水保护层养护,依赖1个任务,人工,0.0,640,640.0,7,给排水,其他
7层 - 水干管安装与调试,P3,人工,"标准层施工, 暑期施工",4.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50",785.46,m2,否,2025年11月7日 12:00,2025年11月7日 20:00,8小时,1天,水立管安装与调试,依赖1个任务,人工,0.0,1280,1280.0,7,给排水,其他
7层 - 水支管安装与调试,P3,人工,"标准层施工, 暑期施工",4.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51",785.46,m2,否,2025年11月8日 08:00,2025年11月8日 16:00,8小时,1天,水干管安装与调试,依赖1个任务,人工,0.0,1280,1280.0,7,给排水,其他
7层 - 地盘管安装与调试,M3,人工,"标准层施工, 暑期施工",6.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49",785.46,m2,否,2025年11月7日 08:00,2025年11月16日 18:00,9天10小时,10天,防水保护层养护,依赖1个任务,人工,0.0,28320,28320.0,7,暖,其他
7层 - 水管盘管验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53",,,否,2025年11月16日 18:00,2025年11月17日 10:00,4小时,1天,"水支管安装与调试, 地盘管安装与调试",依赖2个任务,人工,0.0,0,0.0,7,,其他
7层 - 门框安装,A12,人工,"标准层施工, 暑期施工",3.0,不限,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54",166.34,m2,否,2025年11月17日 10:00,2025年11月17日 20:00,10小时,1天,水管盘管验收,依赖1个任务,人工,0.0,480,480.0,7,建筑,其他
7层 - 门框验收,,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55",,,否,2025年11月18日 08:00,2025年11月18日 12:00,4小时,1天,门框安装,依赖1个任务,人工,0.0,0,0.0,7,,其他
7层 - 楼面基层施工,A13,人工,"标准层施工, 暑期施工",2.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56",785.46,m2,否,2025年11月18日 12:00,2025年11月22日 12:00,4天,4天,门框验收,依赖1个任务,人工,0.0,3072,3072.0,7,建筑,其他
7层 - 穿带线安装,E3,人工,"标准层施工, 暑期施工",2.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57",785.46,m2,否,2025年11月22日 12:00,2025年12月1日 12:00,9天,9天,楼面基层施工,依赖1个任务,人工,0.0,8640,8640.0,7,电,其他
7层 - 电箱安装,E3,人工,"标准层施工, 暑期施工",2.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58",785.46,m2,否,2025年12月1日 12:00,2025年12月10日 12:00,9天,9天,穿带线安装,依赖1个任务,人工,0.0,8640,8640.0,7,电,其他
7层 - 电盒安装,E3,人工,"标准层施工, 暑期施工",2.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59",785.46,m2,否,2025年12月10日 12:00,2025年12月19日 12:00,9天,9天,电箱安装,依赖1个任务,人工,0.0,8640,8640.0,7,电,其他
7层 - 穿带线、电箱、电盒验收,E3,人工,"标准层施工, 暑期施工",,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60",,,否,2025年12月19日 12:00,2025年12月19日 16:00,4小时,1天,电盒安装,依赖1个任务,人工,0.0,0,0.0,7,电,其他
7层 - 门窗扇五金安装,A14,人工,"标准层施工, 暑期施工",2.0,不限,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60",356.93,m2,否,2025年12月19日 12:00,2025年12月25日 10:00,5天10小时,6天,电盒安装,依赖1个任务,人工,0.0,2240,2240.0,7,建筑,其他
7层 - 顶棚腻子,A15,人工,"标准层施工, 暑期施工",3.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61",785.46,m2,否,2025年12月19日 16:00,2025年12月22日 16:00,3天,3天,穿带线、电箱、电盒验收,依赖1个任务,人工,0.0,3456,3456.0,7,建筑,其他
7层 - 墙面石膏、腻子,A16,人工,"标准层施工, 暑期施工",5.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63",1455.27,m2,否,2025年12月22日 16:00,2025年12月28日 13:00,5天9小时,6天,顶棚腻子,依赖1个任务,人工,0.0,11040,11040.0,7,建筑,其他
7层 - 电线、电缆安装,E4,人工,"标准层施工, 暑期施工",2.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64",785.46,m2,否,2025年12月28日 13:00,2026年1月9日 13:00,12天,12天,墙面石膏、腻子,依赖1个任务,人工,0.0,9216,9216.0,7,电,其他
7层 - 楼面面层抹灰,A17,人工,"标准层施工, 暑期施工",3.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65",785.46,m2,否,2026年1月9日 13:00,2026年1月11日 13:00,2天,2天,电线、电缆安装,依赖1个任务,人工,0.0,2880,2880.0,7,建筑,其他
7层 - 面砖铺贴,A18,人工,"标准层施工, 暑期施工",5.0,砌筑工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66",785.46,m2,否,2026年1月11日 13:00,2026年1月13日 13:00,2天,2天,楼面面层抹灰,依赖1个任务,人工,0.0,3840,3840.0,7,建筑,其他
7层 - 开关面板安装,E5,人工,"标准层施工, 暑期施工",2.0,水电工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66, 67",,,否,2026年1月13日 13:00,2026年1月21日 13:00,8天,8天,面砖铺贴,依赖1个任务,人工,0.0,7680,7680.0,7,电,板
7层 - 顶棚壁纸施工,A19,人工,"标准层施工, 暑期施工",2.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66, 67, 68",785.46,m2,否,2026年1月21日 13:00,2026年1月23日 13:00,2天,2天,开关面板安装,依赖1个任务,人工,0.0,1536,1536.0,7,建筑,其他
7层 - 内墙面涂料、壁纸施工,A20,人工,"标准层施工, 暑期施工",4.0,抹灰工,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 32, 33, 37, 38, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66, 67, 68, 69",1455.27,m2,否,2026年1月23日 13:00,2026年1月29日 10:00,5天9小时,6天,顶棚壁纸施工,依赖1个任务,人工,0.0,8832,8832.0,7,建筑,其他
